filename,template,has_table,Ref,Date,Objet,Pj,Content,Source,Destination,Copie,Table,source_dept,target_dept
filled/doc_037_tmpl1_SRI-2023-37.pdf,template-1.pdf,No,SRI/2023/37,14/11/2023,"Optimisation du traitement des colis sensibles lors des périodes de
forte affluence.",01 pièce jointe,"Dans le cadre de la préparation des fêtes de fin d'année, nous avons
identifié plusieurs dysfonctionnements concernant le traitement des
envois prioritaires issus de nos partenaires institutionnels. Il est
impératif d'ajuster vos protocoles de tri pour garantir le respect des
délais de livraison convenus dans nos conventions de service. Nous
vous prions de bien vouloir examiner les recommandations techniques
détaillées dans le document joint afin d'assurer une fluidité optimale
sur l'ensemble de la chaîne logistique. Nous restons à votre entière
disposition pour convenir d'une réunion de coordination si nécessaire.",Service Relations Institutionnelles,Service Colis & Logistique,"Direction des Opérations, Service Qualité Client",,Service Relations Institutionnelles,Service Colis & Logistique
filled/doc_038_tmpl2_DFD-2023-0038.pdf,template-2.pdf,Yes,DFD/2023/0038,14/11/2023,"Bilan semestriel du plan de montée en compétences numériques des
conseillers clientèle.",01 pièce jointe,"Nous avons l'honneur de vous soumettre le bilan des sessions de
formation consacrées à la digitalisation de nos services bancaires.
Les indicateurs de performance montrent une amélioration significative
de la maîtrise des outils de gestion de compte par le personnel en
agence. Cette dynamique de montée en compétences est essentielle pour
accompagner sereinement notre transition vers les services
dématérialisés. Nous restons à votre disposition pour examiner les
modalités de déploiement de la prochaine phase du programme.",Département Formation & Développement,Direction Générale,"Direction des Ressources Humaines, Direction des Systèmes d'Information",,Département Formation & Développement,Direction Générale
filled/doc_039_tmpl3_DFC-2023-39.pdf,template-3.pdf,No,DFC/2023/39,24/05/2023,"Communication des états de rapprochement bancaire pour la mission
d'audit trimestrielle.",03 pièces jointes,"Dans le cadre de la préparation de votre mission d'audit annuelle,
nous vous transmettons par la présente les états de rapprochement
bancaire ainsi que les justificatifs d'écarts constatés sur le premier
trimestre. Ces documents détaillent les opérations de compensation
effectuées par notre service afin d'assurer la conformité de nos
soldes comptables. Nous restons à votre entière disposition pour toute
demande d'explication complémentaire lors de vos contrôles sur site.
Veuillez agréer, Messieurs les auditeurs, l'expression de nos
salutations distinguées.",Département Finances & Comptabilité,Département Audit & Inspection,Direction Générale,,Département Finances & Comptabilité,Département Audit & Inspection
filled/doc_040_tmpl1_PHIL-2023-040.pdf,template-1.pdf,No,PHIL/2023/040,24/05/2024,"Coordination logistique pour la mise en circulation de la nouvelle
série de timbres commémoratifs.",02 pièces jointes,"Dans le cadre du lancement de la nouvelle émission philatélique prévue
le mois prochain, nous sollicitons votre appui pour la distribution
prioritaire auprès des bureaux de poste de grande affluence. Nous
avons élaboré un plan de répartition des stocks qui nécessite une
vigilance accrue lors de l'acheminement des colis sécurisés. Nous vous
remercions de bien vouloir coordonner avec vos équipes régionales pour
assurer une mise en rayon simultanée sur l'ensemble du territoire
national. Des instructions spécifiques concernant les précautions de
manipulation des feuillets sont détaillées dans les documents joints.",Département Philatélie & Produits Postaux,Service Courrier & Distribution,"Direction Logistique, Direction Commerciale",,Département Philatélie & Produits Postaux,Service Courrier & Distribution
filled/doc_041_tmpl2_SJC-2023-041.pdf,template-2.pdf,Yes,SJC/2023/041,14/05/2024,"Validation juridique des supports promotionnels pour la nouvelle offre
d'épargne.",01 pièce jointe,"Nous avons procédé à l'examen des maquettes relatives à la nouvelle
gamme de produits d'épargne. Plusieurs mentions obligatoires relatives
aux taux d'intérêt et aux frais de gestion doivent être clarifiées
afin de respecter le code de la consommation. Nous vous invitons à
intégrer les modifications recommandées dans le document joint avant
toute mise en production. Nous restons à votre disposition pour
valider les versions finales dès réception.",Service Juridique & Contentieux,Service Marketing & Communication,Direction Commerciale,,Service Juridique & Contentieux,Service Marketing & Communication
filled/doc_042_tmpl3_AUD-2023-0042.pdf,template-3.pdf,No,AUD/2023/0042,14/11/2023,"Audit de conformité des procédures de traitement des virements
internationaux.",02 pièces jointes,"Dans le cadre de notre mission d'audit annuel, nous avons relevé des
écarts concernant les délais de traitement des virements
transfrontaliers sur le dernier trimestre. Nous vous prions de bien
vouloir nous fournir les justificatifs des dérogations exceptionnelles
accordées pour les dossiers listés en annexe. Ces éléments sont
indispensables pour valider la robustesse de votre dispositif de
contrôle interne face aux exigences réglementaires en vigueur. Nous
vous remercions par avance de votre collaboration pour nous
transmettre ces documents sous huitaine.",Département Audit & Inspection,Service Virements & Moyens de Paiement,"Direction des Risques, Direction Générale",,Département Audit & Inspection,Service Virements & Moyens de Paiement
filled/doc_043_tmpl1_DRA-2023-0043.pdf,template-1.pdf,No,DRA/2023/0043,24/05/2024,"Optimisation des flux de distribution et gestion des plis sensibles
vers le réseau.",01 pièce jointe,"Dans le cadre de l'amélioration de notre service client, nous avons
identifié des retards récurrents dans l'acheminement des documents
contractuels vers nos agences régionales. Nous souhaitons convenir
d'un nouveau protocole de tri prioritaire pour les plis portant la
mention « Urgent - Réseau » afin de garantir une meilleure réactivité
commerciale. Veuillez trouver en pièce jointe la liste des agences
prioritaires concernées par ce déploiement. Nous restons à votre
disposition pour organiser une réunion technique sur ce sujet dès la
semaine prochaine.",Département Réseau & Agences,Service Courrier & Distribution,"Direction des Opérations, Direction des Systèmes d'Information",,Département Réseau & Agences,Service Courrier & Distribution
filled/doc_044_tmpl2_DG-2023-0044.pdf,template-2.pdf,No,DG/2023/0044,24/05/2024,"Coordination du suivi des engagements RSE auprès des partenaires
institutionnels.",01 pièce jointe,"Dans le cadre de notre nouvelle stratégie de responsabilité sociétale,
je vous prie de bien vouloir préparer une note de synthèse détaillée
sur nos récents engagements bancaires territoriaux. Ce document sera
essentiel pour la prochaine réunion de concertation avec les instances
de régulation prévue le mois prochain. Votre expertise est attendue
pour harmoniser notre discours institutionnel sur l'inclusion
financière et la digitalisation des services postaux. Je vous remercie
de transmettre ce livrable à ma diligence avant la fin de la semaine
prochaine.",Direction Générale,Service Relations Institutionnelles,"Direction de la Communication, Direction Stratégie",,Direction Générale,Service Relations Institutionnelles
filled/doc_045_tmpl3_DIS-2024-0045.pdf,template-3.pdf,No,DIS/2024/0045,14/05/2024,"Digitalisation et versement sécurisé des archives logicielles
obsolètes.",01 pièce jointe,"Dans le cadre de notre projet de modernisation des serveurs centraux,
nous avons identifié plusieurs bases de données legacy nécessitant une
mise en conformité archivistique. Nous vous prions de bien vouloir
valider la procédure de transfert sécurisé pour le versement des logs
système de la période 2015-2020. Un inventaire détaillé des supports
physiques et numériques est joint à la présente note pour faciliter
votre traitement. Nous restons à votre disposition pour coordonner les
modalités techniques de cet archivage.",Département Informatique & Systèmes,Service Archives & Documentation,"Direction de la Sécurité des Systèmes d'Information, Direction Juridique",,Département Informatique & Systèmes,Service Archives & Documentation
filled/doc_046_tmpl1_SCL-2023-46.pdf,template-1.pdf,No,SCL/2023/46,24/05/2024,Demande de renforcement des effectifs pour la période estivale.,01 pièce jointe,"Dans le cadre de la gestion des flux de colis prévus pour la saison
estivale, nous anticipons une augmentation significative de notre
volume d'activité. Afin de garantir le maintien de nos engagements de
qualité de service, nous sollicitons le recrutement de quatre agents
contractuels pour une durée de trois mois. Vous trouverez en pièce
jointe le détail des profils recherchés ainsi que le planning
prévisionnel des besoins opérationnels. Nous restons à votre entière
disposition pour organiser un entretien technique afin de valider ces
besoins.",Service Colis & Logistique,Service Ressources Humaines,Direction des Opérations,,Service Colis & Logistique,Service Ressources Humaines
filled/doc_047_tmpl2_RH-2023-0047.pdf,template-2.pdf,No,RH/2023/0047,24/05/2024,"Coordination du déploiement de la nouvelle charte de marque employeur
auprès des collaborateurs.",01 pièce jointe,"Dans le cadre de notre stratégie de valorisation de la marque
employeur, nous souhaitons harmoniser les supports de communication
destinés aux nouveaux entrants. Nous vous transmettons en pièce jointe
le nouveau livret d'accueil qui intègre les directives visuelles
récemment validées. Nous vous sollicitons pour une revue finale de la
mise en page afin de garantir la conformité avec la charte graphique
globale de notre institution. Votre expertise nous permettra d'assurer
une expérience collaborateur cohérente dès la phase de recrutement.",Service Ressources Humaines,Service Marketing & Communication,"Direction Générale, Service Juridique",,Service Ressources Humaines,Service Marketing & Communication
filled/doc_048_tmpl3_SCL-2023-048.pdf,template-3.pdf,No,SCL/2023/048,14/11/2023,"Coordination logistique pour le lancement de la nouvelle collection
philatélique de fin d'année.",01 pièce jointe,"Dans le cadre du lancement imminent de notre nouvelle série de timbres
commémoratifs, nous avons finalisé le planning de distribution pour
les centres de tri régionaux. Nous vous prions de bien vouloir valider
les volumes logistiques prévisionnels afin d'optimiser l'acheminement
vers nos bureaux de poste principaux. Cette coordination est
essentielle pour garantir la disponibilité des produits dès le premier
jour d'émission sur l'ensemble du territoire. Nous restons à votre
entière disposition pour ajuster les flux en cas de contraintes
spécifiques liées aux stocks.",Service Colis & Logistique,Département Philatélie & Produits Postaux,"Direction des Opérations Réseau, Service Marketing",,Service Colis & Logistique,Département Philatélie & Produits Postaux
filled/doc_049_tmpl1_SAD-DIS-2024-049.pdf,template-1.pdf,Yes,SAD/DIS/2024/049,14/05/2024,"Migration des bases de données d'archives physiques vers le nouvel
outil GED.",02 pièces jointes,"Dans le cadre de la modernisation de nos infrastructures, nous
finalisons actuellement l'inventaire des fonds documentaires
nécessitant une numérisation prioritaire. Nous sollicitons votre
expertise technique pour valider la compatibilité des formats de
fichiers exportés avec la nouvelle plateforme de gestion électronique
de documents (GED). Une séance de travail est requise avant le 30 mai
pour paramétrer les passerelles de transfert sécurisé entre nos
serveurs locaux et votre infrastructure cloud. Veuillez trouver ci-
joint les spécifications techniques du volume de données concerné.",Service Archives & Documentation,Département Informatique & Systèmes,"Direction des Opérations, Secrétariat Général",,Service Archives & Documentation,Département Informatique & Systèmes
filled/doc_050_tmpl2_RH-2023-0050.pdf,template-2.pdf,No,RH/2023/0050,24/05/2024,"Versement des dossiers du personnel retraité au titre de l'exercice
2023.",01 pièce jointe,"Dans le cadre de notre procédure annuelle de gestion administrative,
nous vous transmettons par la présente le bordereau des dossiers
individuels des collaborateurs ayant fait valoir leurs droits à la
retraite durant l'année écoulée. Nous vous prions de bien vouloir
procéder à leur archivage définitif selon les durées de conservation
légales en vigueur au sein de notre institution. Nous restons à votre
entière disposition pour convenir d'une date de transfert physique de
ces documents dans vos locaux.",Service Ressources Humaines,Service Archives & Documentation,"Direction Générale, Service Juridique",,Service Ressources Humaines,Service Archives & Documentation
filled/doc_051_tmpl3_SRI-2023-0051.pdf,template-3.pdf,No,SRI/2023/0051,24/05/2024,"Optimisation du circuit de traitement du courrier administratif pour
les institutions partenaires.",01 pièce jointe,"Dans le cadre de l'amélioration de notre qualité de service, nous
avons identifié des retards récurrents dans la distribution des plis
destinés aux institutions partenaires. Nous vous sollicitons afin de
réviser les procédures de tri prioritaire pour ces flux spécifiques
dès le mois prochain. Une réunion de coordination est prévue afin
d'harmoniser nos protocoles de remise en main propre. Nous vous
remercions de votre collaboration pour assurer la fluidité de ces
échanges stratégiques.",Service Relations Institutionnelles,Service Courrier & Distribution,"Direction des Opérations, Secrétariat Général",,Service Relations Institutionnelles,Service Courrier & Distribution
filled/doc_052_tmpl1_SVMP-2023-52.pdf,template-1.pdf,No,SVMP/2023/52,24/05/2024,"Mise à jour des supports de communication concernant les nouveaux
délais d'exécution des virements SEPA.",01 pièce jointe,"Suite aux récentes évolutions réglementaires sur l'instantanéité des
paiements, nous vous prions de bien vouloir actualiser les brochures
tarifaires et les notices d'information client. Il est impératif que
la documentation marketing reflète avec précision les nouveaux délais
d'exécution ainsi que les conditions d'éligibilité pour les virements
SEPA instantanés. Vous trouverez en pièce jointe la fiche technique
récapitulative des changements à intégrer avant la fin du mois en
cours. Nous restons à votre entière disposition pour toute précision
nécessaire afin d'assurer une cohérence parfaite entre nos processus
bancaires et vos supports de communication.",Service Virements & Moyens de Paiement,Service Marketing & Communication,"Direction de la Conformité, Direction de la Clientèle",,Service Virements & Moyens de Paiement,Service Marketing & Communication
filled/doc_053_tmpl2_SMC-2023-0053.pdf,template-2.pdf,No,SMC/2023/0053,14/10/2023,"Lancement de la nouvelle campagne promotionnelle sur les produits
d'épargne et mise à jour du kit PLV.",02 pièces jointes,"Dans le cadre de notre stratégie commerciale de fin d'année, nous
lançons une campagne promotionnelle axée sur les produits d'épargne.
Nous vous prions de bien vouloir veiller à ce que l'ensemble des
agences déploie le nouveau kit PLV à compter du 20 octobre prochain.
Les guides d'aide à la vente ainsi que les supports de communication
digitaux sont disponibles en pièce jointe pour diffusion immédiate
auprès de vos conseillers. Nous restons à votre entière disposition
pour tout complément d'information nécessaire au bon déroulement de
cette opération terrain.",Service Marketing & Communication,Département Réseau & Agences,"Direction Commerciale, Direction de la Transformation Digitale",,Service Marketing & Communication,Département Réseau & Agences
filled/doc_054_tmpl3_DSP-2023-0054.pdf,template-3.pdf,No,DSP/2023/0054,14/11/2023,"Audit de conformité des procédures de transfert de fonds et
sécurisation des flux.",02 pièces jointes,"Suite aux récentes irrégularités constatées lors des rapprochements
bancaires, nous vous transmettons le rapport d'audit concernant le
renforcement des protocoles de sécurité sur les flux financiers. Il
est impératif d'ajuster les seuils de validation automatique dans
votre logiciel comptable pour prévenir tout risque de fraude interne.
Nous restons à votre disposition pour organiser une réunion technique
afin de coordonner l'implémentation de ces nouvelles mesures de
contrôle. Veuillez accuser réception de ces documents pour garantir le
suivi des recommandations de sécurité.",Département Sécurité & Prévention,Département Finances & Comptabilité,"Direction Générale, Service Audit Interne",,Département Sécurité & Prévention,Département Finances & Comptabilité
filled/doc_055_tmpl1_DCF-2023-0055.pdf,template-1.pdf,Yes,DCF/2023/0055,14/11/2023,"Note de synthèse concernant l'ajustement du portefeuille de crédits
immobiliers pour le prochain exercice.",01 pièce jointe,"Suite aux récentes fluctuations des taux directeurs, le Département
Crédit & Financement a procédé à une analyse détaillée des risques
liés à notre encours de prêts immobiliers. Nous vous soumettons ci-
joint une proposition de révision des conditions d'octroi pour le
premier trimestre 2024 afin de maintenir notre marge de solvabilité.
Nous préconisons un resserrement des critères de scoring pour les
dossiers à taux variable afin de limiter notre exposition. Nous
restons à votre entière disposition pour discuter des modalités de
mise en œuvre de cette stratégie lors de notre prochain comité de
direction.",Département Crédit & Financement,Direction Générale,"Département Gestion des Risques, Direction Financière",,Département Crédit & Financement,Direction Générale
filled/doc_056_tmpl2_DFC-2023-56.pdf,template-2.pdf,No,DFC/2023/56,14/11/2023,"Réconciliation comptable des ventes de produits philatéliques pour le
troisième trimestre.",01 pièce jointe,"Dans le cadre de la clôture comptable trimestrielle, nous avons
constaté des écarts entre les chiffres de vente déclarés par votre
département et les encaissements enregistrés dans nos livres. Nous
vous prions de bien vouloir examiner le rapprochement ci-joint afin
d'identifier l'origine de ces anomalies. Une régularisation rapide est
nécessaire avant la fin de l'exercice fiscal en cours. Nous restons à
votre entière disposition pour toute clarification technique
nécessaire à la résolution de ce dossier.",Département Finances & Comptabilité,Département Philatélie & Produits Postaux,"Direction Générale, Audit Interne",,Département Finances & Comptabilité,Département Philatélie & Produits Postaux
filled/doc_057_tmpl3_SEPB-2023-0057.pdf,template-3.pdf,Yes,SEPB/2023/0057,14/11/2023,"Réconciliation des intérêts créditeurs sur les comptes d'épargne
logement.",01 pièce jointe,"Dans le cadre de la clôture comptable trimestrielle, nous vous
transmettons l'état récapitulatif des intérêts servis sur les produits
d'épargne logement pour le dernier trimestre. Nous avons constaté des
écarts mineurs entre les provisions comptabilisées et les montants
réellement versés sur les comptes clients. Nous vous prions de bien
vouloir procéder aux régularisations nécessaires avant la fin de la
semaine en cours. Vous trouverez en annexe le détail des transactions
pour faciliter vos écritures de redressement.",Service Épargne & Produits Bancaires,Département Finances & Comptabilité,"Direction des Risques, Direction de l'Audit Interne",,Service Épargne & Produits Bancaires,Département Finances & Comptabilité
filled/doc_058_tmpl1_DIS-2023-0058.pdf,template-1.pdf,No,DIS/2023/0058,14/11/2023,"Communication des journaux d'accès au serveur transactionnel pour la
période du troisième trimestre.",02 pièces jointes,"Faisant suite à votre demande de contrôle interne, nous vous
transmettons en pièces jointes les logs d'accès détaillés du serveur
transactionnel central couvrant la période de juillet à septembre. Ces
fichiers incluent les traces des administrateurs ainsi que les accès
aux bases de données clients conformément aux exigences de conformité
bancaire. Nous restons à votre entière disposition pour toute
assistance technique nécessaire à l'analyse de ces données. Nous
espérons que ces éléments permettront de finaliser votre mission
d'audit dans les délais impartis.",Département Informatique & Systèmes,Département Audit & Inspection,"Direction des Risques, Direction Générale",,Département Informatique & Systèmes,Département Audit & Inspection
filled/doc_059_tmpl2_SMC-2023-0059.pdf,template-2.pdf,No,SMC/2023/0059,14/11/2023,"Transmission des éléments relatifs à la campagne promotionnelle
'Épargne Jeunes'. Nous vous prions de trouver ci-joint les
justificatifs de conformité pour revue interne.",03 pièces jointes,"Conformément à nos échanges récents concernant le contrôle interne des
nouvelles offres bancaires, nous vous transmettons l'ensemble des
documents relatifs à la campagne 'Épargne Jeunes'. Ces supports ont
été élaborés en respectant scrupuleusement les dernières directives de
conformité en vigueur au sein de notre établissement. Nous restons à
votre entière disposition pour tout complément d'information ou pour
planifier une réunion de revue si vous l'estimez nécessaire. Votre
validation nous permettra de lancer le déploiement opérationnel sur
l'ensemble du réseau postal.",Service Marketing & Communication,Département Audit & Inspection,"Direction Générale, Direction de la Conformité",,Service Marketing & Communication,Département Audit & Inspection
filled/doc_060_tmpl3_AUD-2024-0060.pdf,template-3.pdf,No,AUD/2024/0060,14/05/2024,"Audit des procédures de traitement des colis à forte valeur ajoutée en
zone de tri.",01 pièce jointe,"Dans le cadre de notre plan d'audit annuel, nous avons relevé des
écarts de conformité lors du traitement des envois sécurisés au sein
de votre plateforme logistique. Nous vous prions d'examiner le rapport
préliminaire ci-joint afin de clarifier les processus de traçabilité
appliqués durant le dernier trimestre. Votre retour est indispensable
pour valider la mise en place de mesures correctives visant à réduire
les risques de pertes opérationnelles. Une réunion de synthèse est
prévue le 22 mai prochain pour discuter de ces points d'amélioration.",Département Audit & Inspection,Service Colis & Logistique,"Direction des Opérations, Direction de la Sécurité",,Département Audit & Inspection,Service Colis & Logistique
filled/doc_061_tmpl1_AUD-2024-0061.pdf,template-1.pdf,Yes,AUD/2024/0061,14/05/2024,"Conformité des supports de communication pour la campagne d'épargne
estivale.",01 pièce jointe,"Dans le cadre de notre mission de contrôle interne, nous avons examiné
les supports publicitaires prévus pour votre prochaine campagne
promotionnelle. Nous avons relevé certaines irrégularités concernant
les mentions obligatoires liées aux taux d'intérêt et aux frais
bancaires associés. Veuillez intégrer les corrections détaillées dans
le document ci-joint avant toute mise en production. Nous restons à
votre disposition pour valider la conformité finale de vos maquettes.",Département Audit & Inspection,Service Marketing & Communication,Direction Générale,,Département Audit & Inspection,Service Marketing & Communication
filled/doc_062_tmpl2_PHIL-2023-0062.pdf,template-2.pdf,Yes,PHIL/2023/0062,14/10/2023,"Mise à jour du référentiel des tarifs philatéliques dans l'application
de vente.",01 pièce jointe,"Dans le cadre de la prochaine campagne de fin d'année, nous devons
intégrer les nouvelles références de timbres de collection dans le
système informatique central. Nous sollicitons votre intervention pour
mettre à jour la base de données tarifaire et assurer la
synchronisation avec les automates de nos bureaux de poste. Vous
trouverez en pièce jointe la nomenclature détaillée des produits ainsi
que les codes-barres correspondants à paramétrer avant le 30 octobre.
Nous restons à votre disposition pour toute précision technique
nécessaire au déploiement de cette mise à jour.",Département Philatélie & Produits Postaux,Département Informatique & Systèmes,"Direction Commerciale, Service Logistique",,Département Philatélie & Produits Postaux,Département Informatique & Systèmes
filled/doc_063_tmpl3_SRI-2023-063.pdf,template-3.pdf,No,SRI/2023/063,14/11/2023,"Demande d'intégration des nouvelles API de suivi des flux bancaires
sur le portail institutionnel.",02 pièces jointes,"Dans le cadre de la modernisation de nos outils de communication, nous
sollicitons votre expertise pour l'intégration des nouvelles API de
suivi de flux bancaires au sein de notre portail client. Cette mise à
jour est indispensable afin de garantir la transparence des données
transmises à nos partenaires institutionnels. Nous vous remercions de
bien vouloir nous transmettre une estimation des délais de déploiement
en environnement de recette. Nous restons à votre disposition pour
convenir d'une réunion technique dès réception de votre retour.",Service Relations Institutionnelles,Département Informatique & Systèmes,"Direction des Opérations Financières, Direction de la Transformation Digitale",,Service Relations Institutionnelles,Département Informatique & Systèmes
filled/doc_064_tmpl1_DCCI-2023-0064.pdf,template-1.pdf,No,DCCI/2023/0064,14/11/2023,"Renforcement des contrôles sur les virements internationaux vers les
zones à risque.",01 pièce jointe,"Dans le cadre de notre plan de remédiation annuel, nous vous prions de
renforcer la vigilance sur l'ensemble des virements sortants à
destination des juridictions listées dans la note jointe. Il est
impératif que vos agents procèdent à une vérification systématique des
pièces justificatives fournies par les clients avant toute validation.
Nous vous rappelons que tout dossier présentant une anomalie doit être
remonté immédiatement à notre unité de surveillance pour analyse
approfondie. Nous comptons sur votre coopération pour maintenir la
conformité de nos opérations de paiement.",Département Conformité & Contrôle Interne,Service Virements & Moyens de Paiement,"Direction des Risques, Direction Générale",,Département Conformité & Contrôle Interne,Service Virements & Moyens de Paiement
filled/doc_065_tmpl2_SCL-2023-65.pdf,template-2.pdf,Yes,SCL/2023/65,14/11/2023,"Transmission des rapports de conformité relatifs aux écarts
d'inventaire sur le hub logistique Nord.",02 pièces jointes,"Faisant suite à vos récentes demandes de clarification, nous vous
transmettons les relevés détaillés concernant les anomalies
d'inventaire constatées lors du dernier trimestre. Notre service a
procédé à une analyse approfondie des écarts de traitement sur les
colis sensibles, dont les conclusions sont présentées ci-dessous. Nous
restons à votre entière disposition pour toute visite de contrôle sur
site ou pour compléter ces informations si nécessaire. Ces mesures
correctives visent à aligner nos opérations avec les exigences
strictes de votre département.",Service Colis & Logistique,Département Audit & Inspection,"Direction des Opérations, Direction de la Sécurité",,Service Colis & Logistique,Département Audit & Inspection
filled/doc_066_tmpl3_DIS-2024-066.pdf,template-3.pdf,No,DIS/2024/066,22/05/2024,"Mise à jour du protocole de sécurité pour l'accès aux bases de données
clients.",01 pièce jointe,"Dans le cadre du renforcement de notre cybersécurité, le Département
Informatique & Systèmes a finalisé le déploiement du nouveau système
d'authentification forte pour les accès aux bases de données
sensibles. Nous vous prions de bien vouloir examiner la documentation
technique ci-jointe afin de valider sa conformité avec les exigences
réglementaires en vigueur. Cette mise à jour est indispensable pour
garantir l'intégrité et la traçabilité des données bancaires de nos
usagers. Nous restons à votre entière disposition pour organiser une
réunion de revue technique si nécessaire.",Département Informatique & Systèmes,Département Conformité & Contrôle Interne,"Direction de la Sécurité des Systèmes d'Information, Direction Générale",,Département Informatique & Systèmes,Département Conformité & Contrôle Interne
filled/doc_067_tmpl1_SCL-2023-0067.pdf,template-1.pdf,No,SCL/2023/0067,24/05/2024,"Mise à jour du calendrier de déploiement des nouveaux points de
retrait automatisés dans les zones urbaines.",01 pièce jointe,"Dans le cadre de notre stratégie d'expansion logistique, nous avons
finalisé la cartographie des futurs emplacements pour nos consignes
automatiques en centre-ville. Je vous prie de bien vouloir examiner
cette planification afin de préparer les dossiers de communication
institutionnelle destinés aux municipalités concernées. Il est
impératif d'aligner nos calendriers pour anticiper les éventuelles
contraintes liées à l'occupation du domaine public. Nous restons à
votre entière disposition pour toute précision nécessaire concernant
le volet opérationnel de ce déploiement.",Service Colis & Logistique,Service Relations Institutionnelles,"Direction Générale, Service Juridique",,Service Colis & Logistique,Service Relations Institutionnelles
filled/doc_068_tmpl2_SRH-2023-068.pdf,template-2.pdf,No,SRH/2023/068,14/11/2023,"Renforcement des mesures de contrôle d'accès pour les nouveaux
collaborateurs du siège.",01 pièce jointe,"Dans le cadre de l'intégration de la nouvelle promotion de conseillers
financiers, nous sollicitons votre intervention pour l'activation de
leurs badges d'accès permanents aux zones sécurisées du bâtiment B. Il
est impératif que ces accès soient opérationnels dès le lundi prochain
pour permettre une prise de fonction optimale. Nous vous transmettons
en pièce jointe la liste nominative ainsi que les habilitations
spécifiques requises pour chaque poste concerné. Nous vous remercions
par avance de votre collaboration habituelle pour garantir la
conformité de ces accès.",Service Ressources Humaines,Département Sécurité & Prévention,"Direction des Systèmes d'Information, Direction Générale",,Service Ressources Humaines,Département Sécurité & Prévention
filled/doc_069_tmpl3_DRA-2023-0069.pdf,template-3.pdf,No,DRA/2023/0069,14/11/2023,"Harmonisation des procédures de souscription aux livrets d'épargne
réglementés en agence.",01 pièce jointe,"Suite aux remontées terrain, nous constatons des divergences dans
l'application des nouveaux protocoles de vérification des
justificatifs de domicile lors de l'ouverture de livrets A. Il
apparaît nécessaire de clarifier les points de contrôle pour garantir
la conformité réglementaire de nos opérations en bureau de poste. Nous
vous prions de bien vouloir valider la procédure simplifiée jointe
afin que nous puissions diffuser une note opérationnelle homogène à
l'ensemble de notre réseau d'agences d'ici la fin du mois. Votre
expertise sur les produits bancaires est indispensable pour sécuriser
ce déploiement.",Département Réseau & Agences,Service Épargne & Produits Bancaires,"Direction de la Conformité, Direction des Opérations Financières",,Département Réseau & Agences,Service Épargne & Produits Bancaires
filled/doc_070_tmpl1_RH-2023-0070.pdf,template-1.pdf,No,RH/2023/0070,24/05/2024,"Mise à jour des coordonnées bancaires des collaborateurs pour la
campagne de paie de juin.",01 pièce jointe,"Dans le cadre de la clôture des opérations comptables de fin de
semestre, nous vous prions de bien vouloir finaliser la mise à jour
des coordonnées bancaires des nouveaux collaborateurs recrutés en mai.
Il est impératif que ces informations soient intégrées dans votre
système avant le 30 du mois en cours afin de garantir le paiement des
salaires dans les délais impartis. Nous vous remercions de votre
collaboration habituelle pour assurer la fluidité de ces transactions.",Service Ressources Humaines,Service Virements & Moyens de Paiement,"Direction Financière, Service Comptabilité",,Service Ressources Humaines,Service Virements & Moyens de Paiement
filled/doc_071_tmpl2_DRA-CCI-2024-071.pdf,template-2.pdf,Yes,DRA/CCI/2024/071,14/05/2024,"Remise à niveau des procédures de contrôle interne et audit des
ouvertures de comptes",01 pièce jointe,"Dans le cadre du renforcement de notre dispositif de lutte contre le
blanchiment, nous sollicitons votre expertise pour auditer nos
procédures d'ouverture de comptes en agence. Suite aux récentes
inspections, plusieurs irrégularités mineures ont été relevées dans la
constitution des dossiers clients de la zone Nord. Nous souhaitons
établir un plan de mise en conformité immédiat afin de garantir le
respect des directives réglementaires en vigueur. Un calendrier
d'intervention est proposé ci-dessous pour le déploiement de ces
mesures correctives.",Département Réseau & Agences,Département Conformité & Contrôle Interne,"Direction Générale, Direction des Risques",,Département Réseau & Agences,Département Conformité & Contrôle Interne
filled/doc_072_tmpl3_SMC-2023-0072.pdf,template-3.pdf,Yes,SMC/2023/0072,14/11/2023,"Coordination pour la campagne de communication institutionnelle sur
l'inclusion financière.",01 pièce jointe,"Dans le cadre du déploiement de notre nouvelle stratégie d'inclusion
bancaire, le département Marketing a finalisé les supports de
communication grand public. Nous sollicitons votre expertise pour
valider la conformité des messages avec les engagements
institutionnels de notre établissement auprès des pouvoirs publics.
Vous trouverez en annexe le calendrier prévisionnel des publications
pour votre analyse préalable. Nous restons à votre entière disposition
pour une réunion de coordination avant le lancement officiel.",Service Marketing & Communication,Service Relations Institutionnelles,"Direction Générale, Direction de la Conformité",,Service Marketing & Communication,Service Relations Institutionnelles
